,M1,meanK1,stdK1,meanI1,stdI1,M2,meanK2,stdK2,meanI2,stdI2
61,5780,5918.05142434755,66.50715404137294,0.023297231833910033,0.009961679090617062,1835,1910.31033440908,14.6484879736553,0.05451280653950954,0.012440445897816099
62,5794,5919.455823189769,71.56669156940256,0.023523472557818434,0.010770243928432876,1837,1911.3334814217433,16.119229669740285,0.05372074033750681,0.013629027952772006
63,5775,5921.54563589486,78.249754185692,0.023836883116883117,0.011764917819001545,1825,1911.8644043018912,16.80950028856709,0.05317041095890411,0.014391647534090526
64,5790,5923.989551604448,86.89970234458154,0.024191364421416235,0.013024300395731443,1841,1913.0827913941782,18.071880400152967,0.051846279196089085,0.016037074861566414
65,5788,5927.199235516968,97.01307988111559,0.02465065653075328,0.014490468241722997,1849,1914.4673804874133,19.552355353338644,0.05074040021633316,0.017136348297015422
66,5799,5930.102938318513,104.70689165626578,0.025077772029660286,0.015618091710842136,1837,1915.6538030738393,20.396123839641234,0.04947958628198149,0.01834483424889944
67,5810,5935.364841691877,117.6569223953634,0.025859552495697075,0.01754901354899159,1844,1917.711474807463,21.856367815289307,0.04775976138828634,0.019581937903982497
68,5769,5940.161799074692,128.80789593351972,0.026569769457444964,0.019192533907759973,1847,1919.4768499536417,22.825751079401893,0.04590254466702762,0.02059747402230939
69,5796,5946.043323643149,140.37419362487356,0.027435817805383022,0.020898617696127768,1854,1921.5353237170166,23.60886667056082,0.04389374325782093,0.02163248525871026
70,5780,5955.064400694994,156.59729893077093,0.028765397923875433,0.023295404582169395,1882,1951.954061356205,14.887037669014708,0.01537672688629118,0.014440438461668733
71,5797,5966.506175885846,174.16248371342598,0.030460065551147147,0.0259004704479068,1908,1952.1649201170642,14.909415261293386,0.015219077568134173,0.013966932736139935
72,5816,5979.842110177208,191.78641598260097,0.03240371389270977,0.02849100287841835,1906,1952.2692299269158,14.91558845959555,0.015029380902413432,0.013515002933349033
73,5816,5992.746661511556,206.52212237160035,0.03432444979367263,0.03068293675005372,1912,1952.4026840578583,14.942120860118843,0.015025627615062763,0.013358944742360494
74,5833,6008.865141839373,222.9232542979119,0.03668232470426882,0.03310910784932694,1908,1952.687652906534,15.015783906140145,0.015274633123689728,0.013493615422876328
75,5839,6031.836692582333,242.70155295224183,0.04007381400924816,0.036043109171754954,1911,1952.9871233391534,15.079514026593595,0.01544479330193616,0.013465914419316388
76,5831,6053.7699920259365,258.3074363692971,0.04332841708111816,0.03836104567480001,1912,1952.9926318650275,15.07616233798807,0.015393305439330544,0.013366942876270141
77,5843,6080.717082200828,273.87980175663813,0.047307889782645905,0.04067493970502012,1914,1953.0734792261517,15.090281101780407,0.01541483803552769,0.01331496724140632
78,5853,6108.834767173467,286.9565076282469,0.05146694003075346,0.0426191042528637,1906,1953.1261738601963,15.107112879321377,0.015354669464847849,0.013155485337212698
79,5891,6140.462315124006,297.61908293898665,0.05614683415379392,0.044212175547365506,1914,1953.3107676660763,15.138428203089294,0.015422152560083596,0.013068577428789238
80,3509,6529.51291469321,52.758698346962035,0.11368053576517527,0.010139968004791111,1912,1953.2219253094981,15.115669380428082,0.015323221757322177,0.012980326637649805
81,6054,6535.282521385613,15.816042234006742,0.11432309217046581,0.008522000291396199,1908,1953.5719145887308,15.187560349851042,0.015484800838574423,0.012886796029900748
82,6096,6535.333161455147,11.327993394486136,0.11415961286089239,0.00953471870681591,1908,1953.6796034203476,15.20112247866997,0.015533542976939204,0.012845556164992585
83,6090,6535.247119934703,11.802053242419525,0.1140871921182266,0.009933732648900385,1909,1953.761529743334,15.206242161649712,0.015489261393399687,0.012665446603326767
84,6090,6535.0132109022325,13.000870526665764,0.11389031198686371,0.010942771512899067,1911,1953.895095716902,15.233914760700156,0.015497645211930927,0.01253313387440867
85,6093,6534.86508212593,13.703865598057899,0.11376563269325456,0.011534479154718894,1912,1954.142368641002,15.266608890036249,0.01563755230125523,0.012505024081809696
