mean,0.1,10,2,5143.680303228323,1010.8938573695217,0.5251074809591467,0.46274673331841065,1.6,14.8
mean,0.1,10,3,4899.739606052131,1058.2321637992773,0.2831615644312155,0.47157920535752784,3.6,43.4
mean,0.1,10,6,4926.646409060029,1117.4579289017424,0.3250204453777518,0.42236404639981157,15.0,281.4
mean,0.1,10,10,7834.616078623717,1422.1633515162907,0.05583192886438744,0.12590088818922887,4141.8,704.2
mean,0.1,10,15,9808.946625355924,9694.930629414423,0.026063238140071953,0.026365236464563256,9578.4,9460.8
mean,0.1,10,25,9863.902067209936,9830.364878779428,0.019978184185355605,0.020242136242439715,9719.8,9671.2
mean,0.1,10,39,9894.756959854678,9865.999969914774,0.015443159356297982,0.015284272415258903,9786.2,9743.4
mean,0.1,10,63,9927.765742715646,9805.01106669123,0.01189213882120515,0.012162072461120433,9842.8,9705.2
mean,0.1,10,100,9941.715227206892,9650.01571343571,0.009158378187360284,0.009689689020511687,9877.0,9554.8
mean,0.1,10,158,9956.34857849395,9811.514894761307,0.0067621550095029875,0.007646007935620302,9908.0,9742.8
mean,0.1,10,251,9967.696797631856,9678.058142920894,0.004833419027566714,0.006842025161218849,9932.2,9610.6
mean,0.1,10,398,9976.346025394452,9964.838819011562,0.003334810822228505,0.003857605988844754,9950.4,9930.6
mean,0.1,10,630,9983.051953095457,9970.699892327326,0.0023606776328230286,0.0033511082227122785,9965.8,9937.0
mean,0.1,10,1000,9975.442813864753,9329.839634922642,0.003072454780034715,0.007446278378681599,9954.4,9261.8
mean,0.1,100,2,4891.246304444429,1046.323128653926,0.36840446677695965,0.43197875930564567,16.6,144.2
mean,0.1,100,3,4933.317404154163,1105.8004572754435,0.3478002440320702,0.45900691157999474,34.6,354.2
mean,0.1,100,6,4987.0804214458585,1314.4755183522213,0.2570637175715532,0.42392778630030237,160.2,944.6
mean,0.1,100,10,5359.5515728811815,1475.7034308539928,0.10793643791549279,0.27395492521496234,2864.0,948.0
mean,0.1,100,15,9818.462731377718,9257.726527138686,0.026077870029955198,0.031714193894839336,9529.0,8852.2
mean,0.1,100,25,9862.920489750628,9842.897699782365,0.019749280828665176,0.021634934136773615,9710.0,9600.8
mean,0.1,100,39,9901.178134627133,9662.94666429049,0.016362299370239385,0.015710626704573395,9775.4,9457.2
mean,0.1,100,63,9919.136819171705,9806.877787902322,0.012177515499389766,0.011835476917220361,9819.8,9630.6
mean,0.1,100,100,9942.04278648827,9804.773378520104,0.008641727415699626,0.009928079230636799,9867.0,9642.8
mean,0.1,100,158,9955.419866095453,9880.182043638388,0.0067461892469798165,0.007893594057116185,9900.0,9733.2
mean,0.1,100,251,9967.250131279885,9522.680848898553,0.004978853765384136,0.007156904926506083,9922.6,9370.8
mean,0.1,100,398,9976.390148778393,9951.231647917033,0.003333760271519589,0.004373450840101319,9946.0,9827.0
mean,0.1,100,630,9983.00689801258,9969.640215201085,0.002347658358938451,0.0033610978708997433,9957.8,9854.6
mean,0.1,100,1000,9981.53967375206,9630.477726919298,0.002453639273154531,0.007167085031318237,9961.4,9479.6
mean,0.1,1000,2,4993.719182103472,1220.340136134679,0.41121388903114514,0.4492952524031999,124.4,819.2
mean,0.1,1000,3,4995.635906816699,1417.1468518807446,0.3509181330540558,0.44045780212067337,312.6,848.4
mean,0.1,1000,6,4996.831433686801,1568.8943916502728,0.29948726480366655,0.3762561696574897,1402.8,897.8
mean,0.1,1000,10,5094.5420830835865,1660.4345895630543,0.23734440186588998,0.2654305519840451,4007.4,851.6
mean,0.1,1000,15,9663.675911184462,1707.3612890276895,0.03824346159357626,0.19446725237464277,9025.0,854.0
mean,0.1,1000,25,9834.046357112651,9813.627207185684,0.022219609866445028,0.0231699341377737,9580.6,8736.8
mean,0.1,1000,39,9879.426926872564,9895.374071617867,0.016645349691801422,0.01569326450106639,9669.8,8883.4
mean,0.1,1000,63,9918.182426208636,9727.981774669166,0.013351190613256273,0.01266945922599506,9739.0,8731.0
mean,0.1,1000,100,9933.576135481451,9565.645252383238,0.009322491134216428,0.009754740071776924,9782.2,8581.0
mean,0.1,1000,158,9948.21574220664,9722.355480487699,0.006948598045045648,0.007872512753815616,9808.8,8766.0
mean,0.1,1000,251,9960.28248484083,9636.64749852881,0.005209242141833946,0.007440500985610917,9836.8,8667.0
mean,0.1,1000,398,9968.249171290978,9958.649312872327,0.0036460311395901533,0.004418541574241849,9849.6,9031.4
mean,0.1,1000,630,9974.515897472911,9963.11199837474,0.0027132269092646523,0.0035351647622296426,9867.8,9034.4
mean,0.1,1000,1000,9975.359189460154,9634.254510219733,0.0026673631739384577,0.007185048409515793,9867.0,8656.6
med,0.1,10,2,5117.221212913294,932.0,0.505,0.431,1.0,15.0
med,0.1,10,3,4824.355641537661,1049.0,0.2555991395064948,0.42902741994514965,4.0,44.0
med,0.1,10,6,5003.0,1082.809200773718,0.282,0.38406975542498134,12.0,282.0
med,0.1,10,10,7867.192883912679,1375.7126121880233,0.037460684948180306,0.07440419611816007,4030.0,667.0
med,0.1,10,15,9850.64598985869,9773.316693011366,0.020234866169809143,0.019847909149623935,9573.0,9552.0
med,0.1,10,25,9894.534379053834,9883.105192117822,0.0147495158586355,0.015160862637553663,9728.0,9711.0
med,0.1,10,39,9918.296255115029,9898.05437897791,0.01144582553709925,0.011122077208562668,9800.0,9760.0
med,0.1,10,63,9948.843883627116,9889.730037232057,0.008366754781410374,0.008329627521926713,9842.0,9791.0
med,0.1,10,100,9960.085440249364,9780.705300017013,0.005877505811056133,0.006199795377597349,9880.0,9753.0
